id,user_id,title,content,type,read,created_at,updated_at
44b0fa66-fffc-485e-b419-1cac2260c1eb,user-41,Amet minima ducimus perspiciatis.,"Himself wide have address write mother trade. Include write beyond these safe modern take.
Old apply capital. Thus he election room dinner manager. Listen girl week culture entire.",Association Request,False,2024-10-08T11:39:26.821302,2025-01-11T21:38:14.580959
0605489c-9fbb-4dbc-801a-035b2c32ae62,user-48,Debitis libero voluptas nobis sed nostrum.,"Space church agreement send fund book. Scene together wonder leg hold again experience. Room important like door.
Large amount behind can art worker position. Team away collection.",Association Request,True,2025-09-04T12:43:47.388052,2024-11-19T17:27:44.484995
d7847b61-5e90-4f7d-a6f2-f8d30da70889,user-13,With at with side test themselves.,Natus esse iste ipsum odit. Eligendi repudiandae numquam voluptatem aspernatur natus. Sunt enim aspernatur voluptates quaerat maiores.,System,False,2024-10-16T19:58:41.563094,2024-12-07T11:34:18.249966
4122599c-a17b-4d44-8f57-d94475b586c3,user-52,There they parent field his base.,Notice debate since reduce matter sister water. Range the smile view level. Partner character sign.,Association Request,True,2025-09-20T17:43:43.725833,2025-06-06T18:31:41.707592
5e5e1dd8-0cd2-41a7-ac1c-c17de9a9dab5,user-52,Benefit car so.,"Facere ratione ea esse.
Odit quod quas esse error. Placeat eaque voluptas quaerat.",Association Request,False,2025-04-22T18:34:56.292061,2025-09-21T22:41:02.431609
f147315a-ac5d-477d-83ae-490baa028945,user-85,College eye economy develop.,Bring art poor law part. Stock would administration evening information data than. Difference available young make meeting talk ability.,Association Request,False,2025-01-28T15:21:54.828747,2025-04-24T14:15:49.767816
56b9378d-903c-4bce-a9f2-7f6b4324ca27,user-98,Asperiores voluptatibus perferendis optio.,Necessitatibus iste repellendus excepturi vel quis aspernatur. Excepturi impedit blanditiis et hic. Inventore illum sed culpa.,Association Request,True,2025-03-24T18:25:38.244505,2025-05-04T23:24:18.233965
81ef6b63-788c-40a4-90eb-935a70d439c1,user-99,Sapiente eum consectetur.,Distinctio labore dolorum blanditiis repudiandae fugiat odio. Ipsum minima saepe enim beatae. Velit adipisci tempore neque voluptatem mollitia placeat.,System,False,2025-05-24T04:35:51.401654,2024-10-02T22:11:15.258023
83227a1e-80dc-43b2-ab15-7f2ae83072b6,user-1,Natus maxime maiores.,"Assumenda hic explicabo ipsum tempora eveniet vitae. Repudiandae ut culpa dolore explicabo magni.
Est ad neque.",System,False,2024-11-13T11:02:35.299858,2025-09-14T22:33:13.925832
45cf6925-32d9-4160-ba2d-60fcc45895cc,user-71,Consequuntur quasi ipsum consectetur odit.,Million market consider dream. Note evening thing life control difference cup. Nothing safe down fill five accept example.,Association Request,True,2025-01-03T16:07:59.597893,2025-05-12T07:14:44.032916
25a6b264-61a8-4f9e-aa09-f765903c75ec,user-69,Wonder phone expect source kitchen foreign.,Quibusdam neque deserunt voluptate. Odio nemo fuga est placeat. Ratione sunt tempora laboriosam cumque aliquam. Ipsum assumenda quos officiis officiis accusantium.,System,True,2025-09-19T05:20:35.505807,2025-01-13T16:58:07.514457
01e01a3e-f46d-4088-a29b-982b1436ddf9,user-78,Like big above.,"Fugiat nisi praesentium. Odit voluptatum minus.
Suscipit sit velit voluptatum. Debitis facere assumenda quo vitae asperiores minus.",Association Request,True,2024-10-27T11:22:54.826634,2025-02-18T16:44:40.393872
e20328f9-68de-412e-8da3-49c190abef13,user-52,Provident a numquam eligendi.,"Libero fugit odit sed necessitatibus ut reiciendis exercitationem.
Deserunt consequatur eveniet occaecati asperiores quia atque ex. Magni culpa vitae voluptatum quae necessitatibus.",Association Request,False,2025-02-22T21:39:06.205569,2024-12-27T14:32:44.492132
5739bdad-2fbe-4ede-b756-b133b358a246,user-43,Necessitatibus odio cum.,Garden country song no glass. Political attack understand. Situation rest debate herself.,Association Request,True,2025-03-26T23:24:59.143135,2025-03-05T05:56:57.610823
dac3bfef-7c94-420b-8c6d-80c51a7a970c,user-6,Laborum inventore quae molestias.,Placeat tempora sapiente laborum totam. Ab culpa exercitationem expedita enim esse. Architecto voluptatibus enim ipsum error eligendi fuga. Quam voluptas illo quia nihil sint.,System,True,2025-02-23T16:25:02.812809,2025-08-06T09:18:41.036884
16be0844-3731-4d4c-a302-9dad85cce0c2,user-44,Itaque unde consequatur nemo eaque.,Street mission fast hard service. Surface west avoid model adult after get move. Term population bring check run grow thus style.,Association Request,False,2025-03-19T06:48:44.552771,2024-10-12T00:51:15.207427
32d000f5-1505-4e85-81af-cd9ce8ba070e,user-29,Provide total message answer first.,"Tell enjoy throw seek government subject.
Course quickly audience hotel help important. Save how might let term.
Action yard body move. Line thus under example result say pressure.",System,True,2025-02-08T17:31:59.485628,2025-01-10T19:28:06.707384
c1de19cc-5708-4873-9a22-ebb2b530a602,user-20,Quaerat velit quas non id.,"Inventore dolor cupiditate eum. Odio delectus cum reiciendis aspernatur saepe natus.
Quod omnis a accusamus deserunt maxime.
Vel eaque veniam dolor incidunt placeat. Eius qui quae sequi.",System,False,2024-10-08T18:05:03.844370,2025-05-24T05:21:10.066884
96db58f5-3a8d-4da5-aabc-0bd5c03f2c67,user-28,Else interest more table southern.,"Serious set in wear speech name join life. Watch firm might employee fine stand.
On marriage small standard else interview every size. Watch player nothing crime cover example.",Association Request,False,2024-11-10T00:21:12.075445,2025-09-18T12:56:08.895819
8c759c2b-2ccf-44a5-a0c6-b8a7c62ce8e9,user-23,Lead bit difference.,"Group commercial full seat.
Be left artist player factor yet perform. Fine seven stock assume.
International reality science. Feeling ok morning total experience. Body of tax since ever college data.",System,False,2025-01-21T17:56:08.936474,2024-11-24T13:54:56.360980
2ebaf5ad-64d2-40d9-99ed-ba45abc481e5,user-76,Nisi repellat veniam a nulla nemo.,Join take look break drug trade. Rule necessary project college use speak believe.,Association Request,True,2024-11-05T01:19:31.422322,2025-03-28T02:32:19.103348
b1545960-39ae-4c4e-8799-96df2a018517,user-64,According still body employee.,"Quae voluptatibus sed quam nam. Assumenda aliquam nisi maiores. Neque saepe quas consectetur architecto.
Voluptas magnam quaerat corrupti quidem ad. Dignissimos vitae dicta vitae soluta.",Association Request,False,2025-09-16T13:01:20.862197,2025-09-19T19:44:55.054744
d32edad2-c60a-4cfd-8e94-2adfcf508b0c,user-54,We me situation enter city.,Nobis eveniet soluta consequuntur pariatur. Quibusdam minima voluptatibus aut. Adipisci nostrum dolorem. Ea commodi vero suscipit doloremque esse ullam.,System,True,2025-01-17T10:27:55.525961,2024-12-01T09:20:18.000662
7fcb7893-0032-4841-b181-4fa9c97f2288,user-99,Sapiente beatae asperiores minima officiis.,"Pick work ever exist. Very black fact. House anyone success consider summer similar value.
No couple there describe. Fill production around spring new media guess. Into alone Congress interesting.",Association Request,True,2024-12-06T03:49:42.512378,2024-10-20T06:13:26.224448
82a57485-cec7-4522-8a23-3d21ae520db2,user-21,Consequuntur vero totam officiis error.,Ad perferendis modi libero. Doloremque qui veniam dolor asperiores vitae tempora.,System,True,2025-02-09T21:55:26.968966,2025-07-11T10:35:33.728668
8f875fe9-ac7d-4d7c-94d1-738d18bd83a7,user-96,Cumque dolore necessitatibus vero.,Consectetur at sapiente porro a doloremque. Rerum quae saepe accusantium rem delectus. Esse perferendis consequatur nisi error placeat magni delectus.,Association Request,False,2024-11-22T22:42:47.017019,2025-05-28T19:57:42.310798
8b82aeaa-f300-429c-8bb3-ecbe7f5e97d8,user-59,Determine international firm north sometimes.,Themselves fact year area industry. Person visit hard sense health democratic. Should deep air three two end bank. Must door local various however become southern.,System,False,2025-04-10T02:21:18.785852,2025-04-11T06:53:15.355877
b5fdf659-3417-4bb4-8ede-b416c0f0f492,user-43,Sunt accusamus inventore consectetur.,"Determine film pass case worry. Data education election to cold everybody.
Series consumer before know southern either me. Political according draw you push. High your music.",Association Request,True,2025-02-02T04:26:11.753138,2025-07-21T01:40:33.765843
6e85edf0-19bf-4e30-8a9d-b0348e7becb5,user-39,Window himself apply civil.,"Hand quickly brother then near. Upon hotel show.
History itself could president. Yard politics use bring hit end history. Former truth within he quality.",Association Request,False,2024-12-31T01:06:47.483761,2024-12-13T17:53:40.129009
1e4288b6-2de6-47ff-90c8-fd222a9f2f85,user-61,Repudiandae libero cumque quo fugit rem.,"Dolores corporis ullam id asperiores magnam.
Aperiam dolor necessitatibus libero. Aspernatur dolores aspernatur quasi.",Association Request,False,2025-04-16T23:41:49.674425,2025-03-11T22:32:15.742121
e8cc109c-bc1d-4d38-bd76-99ac5615f11b,user-68,Expert may accept simply traditional.,Because six everybody early me. Energy can month miss low second full. Front central near away field until can state.,Association Request,False,2024-12-15T19:12:55.727816,2024-11-23T19:33:57.713935
11bb60fe-c500-49e5-94d0-f3a3d593afad,user-85,Walk religious choice.,"Scene include already edge old tend. Way on fight hour ten. Four big seek all black example me.
Him job south her agreement one. World modern should fund huge second Congress. Full pull common agent.",System,False,2024-12-13T04:22:03.912845,2025-01-26T20:29:13.624002
ab59d5e5-79ee-4a8c-98db-2153db623fce,user-94,Nisi deserunt voluptatum minima odit.,Fuga libero architecto mollitia totam dignissimos. Accusantium incidunt accusantium voluptates. Magni aspernatur neque rerum doloremque magni.,System,True,2025-02-24T19:04:13.247480,2024-10-03T11:24:01.126876
49743045-8f57-4429-9bad-8c8cda72a0c6,user-16,Occaecati eum debitis sunt id perspiciatis.,"Other nice worker structure skin fall tax. Teach ok would program.
Social edge test allow. Prevent sort build eight edge. Yet try seat health which respond big federal.",Association Request,True,2025-01-15T15:39:48.674406,2025-09-28T01:37:06.601102
2b87fadc-2281-4fd8-9670-b20cacf0d851,user-82,Much price allow until election run.,"Natus tempore et. Dicta quam voluptatum molestias delectus fugiat molestias.
Eum in in cum reprehenderit voluptatum illum. Soluta harum tenetur tenetur. Aliquam asperiores maiores debitis cupiditate.",Association Request,True,2024-11-02T04:08:30.872668,2025-04-11T21:01:37.083854
45a8002e-daa9-47df-ab7a-b367ac503cfe,user-28,Rem laboriosam earum incidunt.,"Autem reprehenderit eaque. Provident tenetur eius aut nostrum atque.
Dolor est optio perferendis. Ad illum numquam delectus. Incidunt maiores maiores quo pariatur asperiores numquam.",System,True,2025-05-22T18:27:37.103405,2025-06-26T05:03:53.700334
6f368d64-d664-4abf-806e-ac040866dea3,user-2,Ab vero hic consequatur ratione itaque ipsum.,College nice me give. Few before view as perhaps available national. Head piece million choice.,Association Request,True,2024-10-18T15:55:02.349767,2025-07-18T22:02:28.143288
85636ff3-c848-4216-b03b-13e80951284b,user-38,Drive wear meet apply various could.,"Velit recusandae vel porro officia culpa. Tenetur cupiditate eaque repellat. Delectus maiores magni eum.
Necessitatibus aperiam accusantium porro eius omnis expedita.",System,False,2025-01-11T18:12:59.294997,2024-11-10T07:27:09.374511
d104b381-c1e9-4231-8efe-6d4afe180906,user-89,Kid easy avoid.,Fugit quaerat molestias modi ea rerum sapiente. Aliquam nam ab ex illo. Itaque perspiciatis in aperiam.,System,False,2025-09-06T04:22:58.186579,2024-12-24T18:27:42.813059
be7e6928-5a57-4a55-95d8-d62bf4757d5d,user-89,Production in figure according control interesting.,Odio aut consequuntur iusto eum aperiam. Provident amet excepturi ipsam commodi aperiam ipsum. Atque ipsa dolorem sequi. Animi nisi tempora natus cupiditate cumque quod beatae.,System,True,2025-05-21T23:34:26.124743,2025-05-22T17:24:58.446407
9be16e08-df0b-416e-a9b8-f2aeca065dc9,user-74,Ab in officia sapiente.,"Side right data. Own new themselves purpose sense evidence relationship.
Firm audience know through society item.
Arrive development subject create report should.",System,True,2025-06-25T12:45:00.823253,2025-04-18T08:55:55.043655
8f8971fb-c3b9-45ad-9b35-dc2d46c64836,user-68,Doloribus sint vero consectetur iste.,"For southern forget share around. Toward around weight speak church. Effort Mrs officer yourself.
Generation offer month wide cause. Top man dark health seem. Paper my student the century.",System,False,2025-09-21T19:34:44.487868,2025-03-18T21:35:48.341862
883bd45b-bcb0-4834-9031-c6d90d403261,user-35,Five shoulder capital decision floor bag.,Sister the mother agreement spend. She become ever service public end behavior. Policy prove pick go couple kid administration. Matter cover identify return.,Association Request,False,2024-12-29T02:14:40.031285,2025-05-07T09:01:38.885761
626e9417-cbb4-48a4-8457-66c9ec5ebd24,user-51,Subject night begin.,"Along until argue seat society might.
Send worker my artist. Both grow great night nation. Business particular partner itself century.
News candidate audience begin. Social determine peace indicate.",Association Request,False,2025-09-22T15:04:34.452308,2025-08-14T04:32:36.403065
1e3b8ee3-c083-4d69-8a46-7108ba991814,user-43,Friend his score throw.,Both guy away cause can write stand. Fact information lawyer become property science white. Sometimes soon approach raise remember officer subject. Relationship phone day theory book stand thing ok.,Association Request,True,2025-01-30T01:47:58.119590,2025-08-24T10:52:32.791453
f9ce62cf-dd2e-475a-933d-8a9be5aadfc1,user-58,Pressure food attack.,Tend result side trouble commercial hard say. Anything laugh say your room view sort head.,System,False,2025-04-12T09:59:24.741378,2024-11-30T04:51:12.238896
716d8be9-357f-48b1-9059-cb8cdffae025,user-27,Quaerat totam ea dicta ipsam eaque.,"Professional will compare animal sea per. Him since body different else wrong office.
Something including consumer kid agree meet nature. Energy enjoy through student issue town.",System,True,2025-08-26T08:33:58.672179,2025-01-22T16:45:28.020519
704d7ac2-8ea3-48bd-9f0d-94f218cde05a,user-48,Aliquam maiores at porro.,Consectetur quasi sapiente tempore. Aliquam similique libero quidem voluptatibus. Non voluptatem id sapiente voluptates.,Association Request,False,2025-07-05T23:41:38.111575,2025-07-21T03:16:25.925892
d4fd41fb-1549-4b13-b6be-beb8b7be9411,user-70,Minus officiis iste libero laboriosam.,"Debate expect key manager. Upon fast whom change.
Take their close. Clear near future community. Season night career purpose buy.",Association Request,False,2025-01-07T05:32:33.711373,2025-03-24T02:21:52.992079
8cecd56c-2d19-4847-93b7-365647c1e5b3,user-6,Watch avoid involve.,"Soluta natus laborum nam aliquam odit aspernatur. Animi pariatur id voluptas earum. Ad voluptatibus perferendis sed libero.
Vel quos iusto esse. Exercitationem atque accusantium consectetur.",Association Request,False,2024-10-13T14:24:31.197187,2024-12-06T08:18:54.713171
ed4b2775-59cf-4a77-8cec-51ad44f36b9f,user-46,Ipsum saepe inventore.,You tonight official toward another appear despite. Leave coach any account. When degree fly bed finally arm social value.,Association Request,False,2025-03-16T05:51:28.002982,2025-04-10T01:45:19.786644
3c1c8475-811e-40e8-a5ba-595341b32f8d,user-58,Officiis quaerat inventore eveniet cupiditate unde.,"Velit beatae minima ad ut. Officiis esse eveniet. Officia ullam beatae nam aspernatur ipsam.
Iusto laboriosam distinctio itaque fugit quasi. Placeat illum natus. Doloremque fuga vel.",System,False,2025-01-21T12:30:09.628081,2025-09-13T17:56:24.683285
0f97b19c-463a-40db-8231-47687edeed42,user-67,Agent throughout here fast card page.,"Once free role light boy. Identify what someone fund general each. Population deal again require small.
Sport process year share view. Practice fire travel commercial boy whom site.",Association Request,False,2024-12-24T03:29:41.010039,2025-03-13T13:10:20.175291
48c48c40-7e80-4b6b-8895-1a7c1399d6a5,user-71,Rerum consequuntur impedit magni.,"Eum veritatis cupiditate molestiae corrupti repudiandae. Nobis ipsa corrupti.
Asperiores eum rerum facere quia. Nemo praesentium minima numquam. Tempore doloremque vel quas perspiciatis.",System,True,2025-09-18T20:25:43.191900,2025-02-11T23:22:06.439672
383a398c-30fc-4151-8e50-01dc8076cf57,user-14,Example fly peace performance.,"Mr understand heart. Huge value indeed soon matter consumer.
Local call now dark believe. Money personal executive kitchen.",System,True,2025-07-08T23:13:04.203608,2024-11-29T20:56:16.185563
417d09bb-055c-4305-bce2-51ab08c59beb,user-69,Head myself organization take.,"Commodi asperiores aliquam. Voluptate mollitia earum rem necessitatibus quia fugit.
Ullam nesciunt sunt odit autem totam ullam. Natus quidem quasi nihil minus. Corporis cupiditate ipsa quidem quo.",Association Request,False,2024-12-28T01:46:25.012963,2025-02-23T04:27:41.163066
019774ea-868c-4d03-9449-df7a37602421,user-75,Provident dolore doloremque veritatis.,"Magnam placeat maiores eveniet. Facere qui ea mollitia odit maxime.
Expedita sunt natus. Quaerat fugit a architecto iusto inventore consectetur. Quaerat accusamus incidunt ipsum.",Association Request,True,2024-12-09T01:02:57.007686,2025-04-27T19:38:05.409718
83ee5108-c99c-4565-9967-15284402ed22,user-27,Magazine seek space prove room.,"Both likely daughter for final.
Whole while affect organization. Ask scene soldier figure coach name Democrat. Case money small.",System,False,2025-03-01T06:39:10.347217,2025-06-02T01:16:19.117696
7d537727-b985-4d6b-9c94-2046f70803f2,user-27,Career material thank according.,"Such step especially realize west section entire doctor. Career would week last whose of factor. Fact young base would family enjoy.
Management hair federal reveal writer. Themselves their report.",Association Request,True,2025-04-25T16:28:36.032328,2025-05-22T04:32:04.465884
a325daf5-4014-4d2d-a245-ae6d7d223f2e,user-73,Station technology cell remain.,"Provide keep him example. Brother want everything civil nearly price.
Tax the central follow. Just certain go friend decade visit. Our performance only although red always.",System,False,2025-07-08T18:05:36.400729,2025-07-09T01:17:17.836394
38b92d4e-e078-4e48-b03f-8db64c6ea083,user-24,Religious truth rest someone past.,Saepe hic harum adipisci. Iusto maxime excepturi voluptates vero quis optio. Repudiandae sed harum quam vitae.,Association Request,False,2024-12-05T13:37:08.858222,2024-11-12T16:25:48.083206
9c701258-47f4-4a1a-8394-bcd02ba8d651,user-75,Marriage different bring.,Odit officiis tempore animi. Aspernatur fuga laudantium voluptatum nemo laboriosam dolores veritatis. Repudiandae quas pariatur aut.,System,False,2025-01-09T11:20:39.051311,2025-08-04T09:12:22.048537
99146708-d320-4aa6-8ae6-cbaae8943b8b,user-47,Asperiores alias asperiores maiores eius placeat.,Issue street opportunity word than newspaper. Talk once determine ball money decade project. Nor condition crime writer open.,System,False,2025-08-03T01:27:43.159329,2024-12-18T00:26:08.085365
8a73a76d-89aa-4f0c-b23a-85a84240513b,user-49,Edge pick series television.,Itaque vel officiis amet. Occaecati aperiam nulla quae mollitia velit. Fugiat eligendi porro consequatur.,System,False,2024-10-29T15:05:10.824558,2025-07-23T13:28:45.759439
7b7513d4-6626-486c-884c-843c4166f647,user-34,Quia quaerat ipsam quos excepturi.,Fugiat sit repellendus voluptas ipsum adipisci. A et tempore. Sed in dolor at. Similique eveniet provident quisquam cum eos saepe.,Association Request,False,2025-04-20T19:33:53.326175,2025-01-03T17:07:43.930906
fa751c8c-d3fc-4dc3-9788-50f32f8e05d5,user-42,Nothing institution happy note.,"Vote almost executive. More nation must. Issue he mind camera claim respond best.
Color tough manager daughter old song. Share writer from let else computer television.",System,False,2025-09-05T11:18:08.655462,2024-12-31T04:38:51.962367
b66225b9-978b-4d08-b38a-414f0f794283,user-10,Republican investment plant standard.,"Opportunity action be ball avoid. Tv write not night.
Hope military medical find hand. Local language sing front experience body. Modern former three where sure small fly.",Association Request,False,2025-02-06T15:40:10.296968,2025-08-03T01:29:55.780652
011cbc03-379c-4fff-bb1b-efeaf2a46d5f,user-71,Laudantium aliquam assumenda harum quisquam dolor.,"Development fight begin close church. Type society south amount.
Interest store thank tax always. Contain bank traditional cold news unit. Series line seek.",System,False,2025-03-14T15:43:35.378811,2025-03-05T22:25:46.361936
d950d8a5-ac47-4720-8757-7e399c2e8f3e,user-17,Remember eat arrive wish brother garden.,Autem sapiente natus architecto aspernatur ipsa. Consequuntur minima molestiae hic excepturi asperiores amet.,System,True,2025-04-04T19:42:58.598420,2024-11-07T14:35:10.054937
04eb2bf9-98e7-4a50-b5fc-09fd2f0dd8c9,user-1,Inventore ipsam sequi.,"Half customer attorney imagine forget. Talk charge measure media behind. Grow cost significant director everyone meet race.
Assume leg down month. Sell than believe why tend south.",Association Request,True,2025-07-20T08:51:06.821331,2025-05-17T08:38:56.704576
d6499bb5-285c-4c63-9dfd-3ce671476a1c,user-63,Vel soluta quae eos occaecati modi.,Remember wait interesting decide feel investment choose if. Want street activity paper.,System,True,2025-08-30T08:17:18.083884,2025-05-07T23:17:57.961025
1b371ec8-1596-4234-be3d-75115ee60713,user-70,Thought work food not forward room.,Reprehenderit eligendi ab. Quaerat quaerat autem voluptas.,System,False,2025-09-29T13:11:53.017153,2025-04-02T18:13:53.778129
622a6b9d-29b3-4dc0-949d-01439acba2c2,user-72,Dignissimos reiciendis minus.,Finally wide fund under occur. Media necessary visit term decision system. Project lose building agency.,Association Request,False,2025-09-07T22:03:32.261627,2025-02-24T01:17:07.551917
